year,countryName,position,points,nbMatches,nbTeams,year_1(based),year_2(based),year_3(based),year_4(based)
2017,Poland,20,19.75,24,4,5.5,4.75,3.125,2.5
2017,Sweden,21,19.725,18,4,4.75,3.9,3.2,5.125
2017,Israel,22,19.375,38,4,2.25,1.375,5.75,3.25
2017,Scotland,23,18.925,24,4,3.0,4.0,3.25,4.3
2017,Cyprus,24,18.55,30,4,3.0,3.3,2.75,4.0
2017,Norway,25,18.325,14,4,7.25,2.2,2.6,4.9
2017,Azerbaijan,26,17.75,34,4,4.375,3.625,2.5,3.0
2017,Bulgaria,27,15.875,22,4,1.0,4.25,5.625,0.75
2017,Serbia,28,15.375,20,4,4.25,2.75,2.5,3.0
2017,Kazakhstan,29,15.25,20,4,4.625,3.375,3.125,1.375
2017,Slovenia,30,13.125,16,4,1.0,4.0,2.625,3.25
2017,Slovakia,31,11.75,17,4,3.75,2.75,1.625,1.5
2017,Liechtenstein,32,11.0,4,1,5.0,2.5,1.0,0.0
2017,Hungary,33,9.5,16,4,1.625,2.125,0.875,3.0
2017,Moldova,34,9.5,10,4,1.25,1.75,3.375,2.25
2017,Iceland,35,8.375,10,4,1.125,2.5,2.5,1.25
2017,Finland,36,7.65,14,4,1.0,2.4,0.5,2.0
2017,Albania,37,6.625,13,4,2.125,0.875,2.0,0.75
2017,Republic of Ireland,38,6.575,24,4,0.7,2.0,0.25,1.0
2017,Bosnia and Herzegovina,39,6.5,8,4,1.5,1.75,1.5,1.25
2017,Georgia,40,6.375,12,4,0.625,1.25,1.875,1.5
2017,Latvia,41,6.125,14,4,1.625,0.25,1.625,1.25
2017,North Macedonia,42,5.625,14,4,1.5,1.125,0.5,1.25
2017,Estonia,43,5.25,14,4,1.0,1.5,1.0,0.375
2017,Montenegro,44,5.25,10,4,1.0,0.75,1.25,1.375
2017,Armenia,45,5.125,12,4,1.625,0.375,1.125,0.875
2017,Luxembourg,46,4.875,8,4,0.75,0.5,1.5,1.375
2017,Northern Ireland,47,4.5,10,4,0.75,1.375,0.875,1.0
2017,Lithuania,48,4.125,8,4,0.75,0.5,1.25,1.125
2017,Malta,49,4.0,14,4,0.875,0.125,0.875,0.875
2017,Wales,50,3.875,12,4,1.5,0.125,0.75,0.5
2017,Faroe Islands,51,3.5,8,4,0.375,1.375,0.875,0.5
2017,Gibraltar,52,2.5,8,2,0.75,0.25,0.0,0.0
2017,Andorra,53,1.165,6,3,0.166,0.5,0.333,0.0
2017,San Marino,54,0.333,6,3,0.0,0.0,0.333,0.0
2018,Spain,1,106.998,80,7,20.142,23.928,20.214,23.0
2018,England,2,79.605,73,7,14.928,14.25,13.571,16.785
2018,Italy,3,76.249,66,6,14.25,11.5,19.0,14.166
2018,Germany,4,71.427,56,7,14.571,16.428,15.857,14.714
2018,France,5,56.415,57,6,14.416,11.083,10.916,8.5
2018,Russia,6,53.382,52,5,9.2,11.5,9.666,10.416
2018,Portugal,7,47.248,50,6,8.083,10.5,9.083,9.916
2018,Ukraine,8,41.133,34,5,5.5,9.8,10.0,7.833
2018,Belgium,9,38.5,20,5,12.5,7.4,9.6,6.4
2018,Türkiye,10,35.8,30,5,9.7,6.6,6.0,6.7
2018,Austria,11,32.85,42,4,7.375,3.8,4.125,7.8
2018,Switzerland,12,30.2,28,5,4.3,5.3,6.9,7.2
2018,Czech Republic,13,30.175,36,5,5.5,7.3,3.875,8.0
2018,Netherlands,14,29.749,24,5,9.1,5.75,6.083,5.916
2018,Greece,15,28.6,34,5,5.8,5.4,6.2,6.1
2018,Croatia,16,26.0,30,4,5.125,4.5,6.875,4.375
2018,Denmark,17,25.95,32,4,8.5,5.5,2.9,3.8
2018,Israel,18,21.75,34,4,6.75,2.25,1.375,5.75
2018,Cyprus,19,21.55,38,4,5.5,3.0,3.3,2.75
2018,Romania,20,20.45,24,5,3.3,2.25,5.125,6.875
2018,Poland,21,20.125,18,4,3.875,5.5,4.75,3.125
2018,Sweden,22,19.975,26,4,2.75,4.75,3.9,3.2
2018,Azerbaijan,23,19.125,24,4,4.25,4.375,3.625,2.5
2018,Bulgaria,24,19.125,26,4,4.25,1.0,4.25,5.625
2018,Serbia,25,18.75,34,4,2.875,4.25,2.75,2.5
2018,Scotland,26,18.625,22,4,4.375,3.0,4.0,3.25
2018,Belarus,27,18.625,22,4,3.0,5.125,5.5,1.75
2018,Kazakhstan,28,18.125,24,4,2.75,4.625,3.375,3.125
2018,Norway,29,17.425,24,4,1.375,7.25,2.2,2.6
2018,Slovenia,30,14.5,26,4,2.25,1.0,4.0,2.625
2018,Liechtenstein,31,13.0,4,1,2.5,5.0,2.5,1.0
2018,Slovakia,32,12.125,16,4,2.125,3.75,2.75,1.625
2018,Moldova,33,10.0,20,4,0.875,1.25,1.75,3.375
2018,Albania,34,8.5,20,4,0.875,2.125,0.875,2.0
2018,Iceland,35,8.25,16,4,1.0,1.125,2.5,2.5
2018,Hungary,36,8.125,16,4,1.875,1.625,2.125,0.875
2018,North Macedonia,37,7.5,26,4,1.25,1.5,1.125,0.5
2018,Finland,38,6.9,12,4,1.75,1.0,2.4,0.5
2018,Republic of Ireland,39,6.7,12,4,2.625,0.7,2.0,0.25
2018,Bosnia and Herzegovina,40,6.625,12,4,0.5,1.5,1.75,1.5
2018,Latvia,41,5.625,10,4,1.375,1.625,0.25,1.625
2018,Estonia,42,5.5,10,4,1.375,1.0,1.5,1.0
2018,Lithuania,43,5.375,18,4,0.5,0.75,0.5,1.25
2018,Montenegro,44,5.0,10,4,0.875,1.0,0.75,1.25
2018,Georgia,45,5.0,8,4,1.125,0.625,1.25,1.875
2018,Armenia,46,4.875,10,4,1.125,1.625,0.375,1.125
2018,Malta,47,4.5,12,4,1.25,0.875,0.125,0.875
2018,Luxembourg,48,4.375,14,4,0.75,0.75,0.5,1.5
2018,Northern Ireland,49,4.25,10,4,0.5,0.75,1.375,0.875
2018,Wales,50,3.875,10,4,1.0,1.5,0.125,0.75
2018,Faroe Islands,51,3.75,10,4,0.375,0.375,1.375,0.875
2018,Gibraltar,52,3.0,6,3,1.5,0.75,0.25,0.0
2018,Andorra,53,1.331,6,3,0.166,0.166,0.5,0.333
2018,San Marino,54,0.499,6,3,0.0,0.0,0.0,0.333
2018,Kosovo,55,0.0,4,2,0.0,0.0,0.0,0.0
2019,Spain,1,103.569,78,7,19.714,20.142,23.928,20.214
2019,England,2,85.462,82,7,20.071,14.928,14.25,13.571
2019,Italy,3,74.725,60,7,17.333,14.25,11.5,19.0
2019,Germany,4,71.927,64,7,9.857,14.571,16.428,15.857
2019,France,5,58.498,50,6,11.5,14.416,11.083,10.916
2019,Russia,6,50.549,50,6,12.6,9.2,11.5,9.666
2019,Portugal,7,48.232,38,5,9.666,8.083,10.5,9.083
2019,Belgium,8,39.9,40,5,2.6,12.5,7.4,9.6
2019,Ukraine,9,38.9,36,5,8.0,5.5,9.8,10.0
2019,Türkiye,10,34.6,38,5,6.8,9.7,6.6,6.0
2019,Netherlands,11,32.433,34,5,2.9,9.1,5.75,6.083
2019,Austria,12,31.25,36,5,9.75,7.375,3.8,4.125
2019,Czech Republic,13,28.675,34,5,5.5,5.5,7.3,3.875
2019,Greece,14,27.6,38,5,5.1,5.8,5.4,6.2
2019,Croatia,15,27.375,26,4,5.125,5.125,4.5,6.875
2019,Denmark,16,27.025,30,4,5.25,8.5,5.5,2.9
2019,Switzerland,17,26.9,26,5,6.5,4.3,5.3,6.9
2019,Cyprus,18,24.925,36,4,7.0,5.5,3.0,3.3
2019,Serbia,19,22.25,32,4,6.375,2.875,4.25,2.75
2019,Scotland,20,22.125,38,4,4.0,4.375,3.0,4.0
2019,Belarus,21,21.875,28,4,3.25,3.0,5.125,5.5
2019,Sweden,22,20.9,26,4,5.375,2.75,4.75,3.9
2019,Norway,23,20.2,38,4,4.0,1.375,7.25,2.2
2019,Kazakhstan,24,19.25,26,4,4.25,2.75,4.625,3.375
2019,Poland,25,19.25,20,4,2.875,3.875,5.5,4.75
2019,Azerbaijan,26,19.0,20,4,4.375,4.25,4.375,3.625
2019,Israel,27,18.625,20,4,5.625,6.75,2.25,1.375
2019,Bulgaria,28,17.5,26,4,4.0,4.25,1.0,4.25
2019,Romania,29,15.95,18,4,2.9,3.3,2.25,5.125
2019,Slovakia,30,15.625,32,4,1.875,2.125,3.75,2.75
2019,Slovenia,31,15.0,22,4,4.625,2.25,1.0,4.0
2019,Liechtenstein,32,13.5,4,1,2.0,2.5,5.0,2.5
2019,Hungary,33,10.5,24,4,1.625,1.875,1.625,2.125
2019,North Macedonia,34,8.0,14,4,3.125,1.25,1.5,1.125
2019,Moldova,35,7.75,14,4,2.75,0.875,1.25,1.75
2019,Albania,36,7.5,14,4,2.625,0.875,2.125,0.875
2019,Republic of Ireland,37,7.45,12,4,1.125,2.625,0.7,2.0
2019,Finland,38,7.275,12,4,1.25,1.75,1.0,2.4
2019,Iceland,39,7.25,16,4,1.125,1.0,1.125,2.5
2019,Bosnia and Herzegovina,40,7.125,16,4,1.375,0.5,1.5,1.75
2019,Lithuania,41,6.75,22,4,2.375,0.5,0.75,0.5
2019,Latvia,42,5.625,14,4,0.75,1.375,1.625,0.25
2019,Luxembourg,43,5.5,26,4,0.875,0.75,0.75,0.5
2019,Armenia,44,5.25,16,4,0.625,1.125,1.625,0.375
2019,Malta,45,5.125,14,4,1.375,1.25,0.875,0.125
2019,Estonia,46,5.0,10,4,0.625,1.375,1.0,1.5
2019,Georgia,47,4.75,16,4,0.125,1.125,0.625,1.25
2019,Wales,48,4.125,12,4,0.5,1.0,1.5,0.125
2019,Montenegro,49,4.125,10,4,1.125,0.875,1.0,0.75
2019,Faroe Islands,50,4.0,16,4,0.75,0.375,0.375,1.375
2019,Gibraltar,51,4.0,8,3,0.5,1.5,0.75,0.25
2019,Northern Ireland,52,3.875,10,4,0.75,0.5,0.75,1.375
2019,Kosovo,53,2.5,10,2,0.0,0.0,0.0,0.0
2019,Andorra,54,1.831,9,3,0.166,0.166,0.166,0.5
2019,San Marino,55,0.666,9,3,0.166,0.0,0.0,0.0
2020,Spain,1,102.283,69,7,19.571,19.714,20.142,23.928
2020,England,2,90.462,70,7,22.642,20.071,14.928,14.25
2020,Germany,3,74.784,72,7,15.214,9.857,14.571,16.428
2020,Italy,4,70.653,58,7,12.642,17.333,14.25,11.5
2020,France,5,59.248,45,6,10.583,11.5,14.416,11.083
2020,Portugal,6,49.449,50,5,10.9,9.666,8.083,10.5
2020,Russia,7,45.549,34,6,7.583,12.6,9.2,11.5
2020,Belgium,8,37.9,42,5,7.8,2.6,12.5,7.4
2020,Ukraine,9,36.1,34,5,5.6,8.0,5.5,9.8
2020,Netherlands,10,35.75,50,5,8.6,2.9,9.1,5.75
2020,Türkiye,11,33.6,38,5,5.5,6.8,9.7,6.6
2020,Austria,12,32.925,32,5,6.2,9.75,7.375,3.8
2020,Denmark,13,29.25,27,4,4.875,5.25,8.5,5.5
2020,Scotland,14,27.875,42,4,6.75,4.0,4.375,3.0
2020,Czech Republic,15,27.3,20,5,6.5,5.5,5.5,7.3
2020,Cyprus,16,26.75,30,4,6.125,7.0,5.5,3.0
2020,Switzerland,17,26.4,35,5,3.9,6.5,4.3,5.3
2020,Greece,18,26.3,32,5,5.1,5.1,5.8,5.4
2020,Serbia,19,25.5,32,4,6.0,6.375,2.875,4.25
2020,Croatia,20,24.875,20,4,5.75,5.125,5.125,4.5
2020,Sweden,21,22.75,32,4,4.125,5.375,2.75,4.75
2020,Norway,22,21.75,30,4,5.375,4.0,1.375,7.25
2020,Israel,23,19.625,20,4,2.625,5.625,6.75,2.25
2020,Kazakhstan,24,19.25,24,4,4.25,4.25,2.75,4.625
2020,Belarus,25,18.875,18,4,5.0,3.25,3.0,5.125
2020,Azerbaijan,26,18.75,24,4,2.375,4.375,4.25,4.375
2020,Bulgaria,27,17.375,30,4,4.0,4.0,4.25,1.0
2020,Romania,28,16.7,32,4,2.375,2.9,3.3,2.25
2020,Poland,29,16.625,16,4,2.25,2.875,3.875,5.5
2020,Slovakia,30,15.875,24,4,5.125,1.875,2.125,3.75
2020,Liechtenstein,31,13.5,6,1,1.5,2.0,2.5,5.0
2020,Slovenia,32,13.0,18,4,3.125,4.625,2.25,1.0
2020,Hungary,33,12.875,26,4,3.25,1.625,1.875,1.625
2020,Luxembourg,34,8.0,26,4,2.625,0.875,0.75,0.75
2020,Lithuania,35,7.875,14,4,2.625,2.375,0.5,0.75
2020,Armenia,36,7.625,20,4,1.5,0.625,1.125,1.625
2020,Latvia,37,7.625,20,4,1.625,0.75,1.375,1.625
2020,Albania,38,7.375,10,4,1.0,2.625,0.875,2.125
2020,North Macedonia,39,7.375,10,4,1.0,3.125,1.25,1.5
2020,Bosnia and Herzegovina,40,6.875,14,4,2.0,1.375,0.5,1.5
2020,Moldova,41,6.75,12,4,1.125,2.75,0.875,1.25
2020,Republic of Ireland,42,6.7,14,4,1.0,1.125,2.625,0.7
2020,Finland,43,6.5,14,4,0.875,1.25,1.75,1.0
2020,Georgia,44,5.75,18,4,1.625,0.125,1.125,0.625
2020,Malta,45,5.75,14,4,1.5,1.375,1.25,0.875
2020,Iceland,46,5.375,12,4,1.5,1.125,1.0,1.125
2020,Wales,47,5.0,14,4,1.0,0.5,1.0,1.5
2020,Northern Ireland,48,4.875,20,4,0.5,0.75,0.5,0.75
2020,Gibraltar,49,4.75,11,3,1.0,0.5,1.5,0.75
2020,Montenegro,50,4.375,14,4,0.375,1.125,0.875,1.0
2020,Estonia,51,4.375,14,4,0.5,0.625,1.375,1.0
2020,Kosovo,52,4.0,8,2,2.5,0.0,0.0,0.0
2020,Faroe Islands,53,3.75,14,4,1.125,0.75,0.375,0.375
2020,Andorra,54,2.831,10,3,0.833,0.166,0.166,0.166
2020,San Marino,55,0.666,7,3,0.5,0.166,0.0,0.0
2021,England,1,100.569,86,7,18.571,22.642,20.071,14.928
2021,Spain,2,97.855,74,7,18.928,19.571,19.714,20.142
2021,Italy,3,75.438,65,7,14.928,12.642,17.333,14.25
2021,Germany,4,73.57,55,7,18.714,15.214,9.857,14.571
2021,France,5,56.081,40,6,11.666,10.583,11.5,14.416
2021,Portugal,6,48.549,32,5,10.3,10.9,9.666,8.083
2021,Netherlands,7,39.2,38,5,9.4,8.6,2.9,9.1
2021,Russia,8,38.382,30,6,4.666,7.583,12.6,9.2
2021,Belgium,9,36.5,36,5,7.6,7.8,2.6,12.5
2021,Austria,10,35.825,35,5,5.8,6.2,9.75,7.375
2021,Scotland,11,33.375,29,4,9.75,6.75,4.0,4.375
2021,Ukraine,12,33.1,32,5,7.2,5.6,8.0,5.5
2021,Türkiye,13,30.1,18,5,5.0,5.5,6.8,9.7
2021,Denmark,14,27.875,16,4,5.125,4.875,5.25,8.5
2021,Cyprus,15,27.75,19,4,5.125,6.125,7.0,5.5
2021,Serbia,16,26.75,18,4,6.0,6.0,6.375,2.875
2021,Czech Republic,17,26.6,33,5,2.5,6.5,5.5,5.5
2021,Croatia,18,26.275,28,5,4.375,5.75,5.125,5.125
2021,Switzerland,19,26.225,19,4,6.4,3.9,6.5,4.3
2021,Greece,20,26.0,32,5,4.9,5.1,5.1,5.8
2021,Israel,21,24.375,28,4,2.375,2.625,5.625,6.75
2021,Norway,22,21.0,23,4,3.75,5.375,4.0,1.375
2021,Sweden,23,20.5,10,4,5.75,4.125,5.375,2.75
2021,Bulgaria,24,20.375,22,4,4.125,4.0,4.0,4.25
2021,Romania,25,18.2,16,4,5.875,2.375,2.9,3.3
2021,Azerbaijan,26,16.875,14,4,3.375,2.375,4.375,4.25
2021,Kazakhstan,27,15.625,6,4,3.375,4.25,4.25,2.75
2021,Hungary,28,15.5,18,4,4.5,3.25,1.625,1.875
2021,Belarus,29,15.25,7,4,2.5,5.0,3.25,3.0
2021,Poland,30,15.125,18,4,2.125,2.25,2.875,3.875
2021,Slovenia,31,14.25,9,4,2.0,3.125,4.625,2.25
2021,Slovakia,32,13.625,7,4,3.0,5.125,1.875,2.125
2021,Liechtenstein,33,9.0,1,1,2.5,1.5,2.0,2.5
2021,Lithuania,34,8.75,8,4,1.625,2.625,2.375,0.5
2021,Luxembourg,35,8.25,6,4,3.0,2.625,0.875,0.75
2021,Bosnia and Herzegovina,36,8.0,10,4,1.5,2.0,1.375,0.5
2021,Republic of Ireland,37,7.875,14,4,1.25,1.0,1.125,2.625
2021,North Macedonia,38,7.625,8,4,0.5,1.0,3.125,1.25
2021,Armenia,39,7.375,7,4,2.75,1.5,0.625,1.125
2021,Latvia,40,7.375,7,4,2.25,1.625,0.75,1.375
2021,Albania,41,7.25,9,4,0.75,1.0,2.625,0.875
2021,Northern Ireland,42,6.958,9,3,2.375,0.5,0.75,0.5
2021,Georgia,43,6.875,8,4,2.25,1.625,0.125,1.125
2021,Finland,44,6.875,7,4,1.625,0.875,1.25,1.75
2021,Moldova,45,6.875,7,4,0.75,1.125,2.75,0.875
2021,Malta,46,6.375,7,4,0.75,1.5,1.375,1.25
2021,Faroe Islands,47,6.125,11,4,1.125,1.125,0.75,0.375
2021,Kosovo,48,5.833,7,3,1.5,2.5,0.0,0.0
2021,Gibraltar,49,5.666,6,3,1.0,1.0,0.5,1.5
2021,Montenegro,50,5.0,8,4,1.0,0.375,1.125,0.875
2021,Wales,51,5.0,7,4,1.0,1.0,0.5,1.0
2021,Iceland,52,4.875,5,4,0.625,1.5,1.125,1.0
2021,Estonia,53,4.75,7,4,0.875,0.5,0.625,1.375
2021,Andorra,54,3.331,4,3,1.5,0.833,0.166,0.166
2021,San Marino,55,1.166,4,3,0.0,0.5,0.166,0.0
2022,England,1,106.641,77,7,24.357,18.571,22.642,20.071
2022,Spain,2,96.141,75,7,19.5,18.928,19.571,19.714
2022,Italy,3,76.902,65,7,16.285,14.928,12.642,17.333
2022,Germany,4,75.213,65,7,15.214,18.714,15.214,9.857
2022,France,5,60.081,62,6,7.916,11.666,10.583,11.5
2022,Portugal,6,53.382,54,6,9.6,10.3,10.9,9.666
2022,Netherlands,7,49.3,69,5,9.2,9.4,8.6,2.9
2022,Austria,8,38.85,46,5,6.7,5.8,6.2,9.75
2022,Scotland,9,36.9,47,5,8.5,9.75,6.75,4.0
2022,Russia,10,34.482,28,5,4.333,4.666,7.583,12.6
2022,Serbia,11,33.375,38,4,5.5,6.0,6.0,6.375
2022,Ukraine,12,31.8,28,5,6.8,7.2,5.6,8.0
2022,Belgium,13,30.6,40,5,6.0,7.6,7.8,2.6
2022,Switzerland,14,29.675,30,4,5.125,6.4,3.9,6.5
2022,Greece,15,28.2,34,4,5.1,4.9,5.1,5.1
2022,Czech Republic,16,27.8,46,5,6.6,2.5,6.5,5.5
2022,Norway,17,27.25,32,4,6.5,3.75,5.375,4.0
2022,Denmark,18,27.175,46,5,4.125,5.125,4.875,5.25
2022,Croatia,19,27.15,28,4,5.9,4.375,5.75,5.125
2022,Türkiye,20,27.1,40,5,3.1,5.0,5.5,6.8
2022,Cyprus,21,26.375,28,4,4.0,5.125,6.125,7.0
2022,Israel,22,24.375,36,4,7.0,2.375,2.625,5.625
2022,Sweden,23,22.875,28,4,2.5,5.75,4.125,5.375
2022,Bulgaria,24,19.5,32,4,4.0,4.125,4.0,4.0
2022,Romania,25,17.15,20,4,3.75,5.875,2.375,2.9
2022,Azerbaijan,26,17.0,26,4,2.5,3.375,2.375,4.375
2022,Hungary,27,16.375,24,4,4.25,4.5,3.25,1.625
2022,Poland,28,15.875,28,4,4.0,2.125,2.25,2.875
2022,Kazakhstan,29,15.75,28,4,1.0,3.375,4.25,4.25
2022,Slovakia,30,15.625,30,4,1.5,3.0,5.125,1.875
2022,Slovenia,31,15.0,28,4,2.25,2.0,3.125,4.625
2022,Belarus,32,12.5,10,4,1.5,2.5,5.0,3.25
2022,Moldova,33,11.25,26,4,1.375,0.75,1.125,2.75
2022,Lithuania,34,10.0,18,4,1.625,1.625,2.625,2.375
2022,Bosnia and Herzegovina,35,9.125,14,4,2.625,1.5,2.0,1.375
2022,Finland,36,8.875,28,4,1.375,1.625,0.875,1.25
2022,Luxembourg,37,8.75,14,4,1.0,3.0,2.625,0.875
2022,Latvia,38,8.625,20,4,1.375,2.25,1.625,0.75
2022,Kosovo,39,8.166,14,3,1.833,1.5,2.5,0.0
2022,Republic of Ireland,40,8.125,20,4,1.875,1.25,1.0,1.125
2022,Armenia,41,8.125,22,4,1.375,2.75,1.5,0.625
2022,Northern Ireland,42,8.083,16,4,2.833,2.375,0.5,0.75
2022,Albania,43,8.0,20,4,2.0,0.75,1.0,2.625
2022,Faroe Islands,44,7.25,9,3,2.75,1.125,1.125,0.75
2022,Estonia,45,7.041,20,3,1.375,0.875,0.5,0.625
2022,Malta,46,7.0,16,4,1.5,0.75,1.5,1.375
2022,Georgia,47,7.0,14,4,1.75,2.25,1.625,0.125
2022,North Macedonia,48,7.0,12,4,1.75,0.5,1.0,3.125
2022,Liechtenstein,49,6.5,2,1,0.5,2.5,1.5,2.0
2022,Wales,50,5.5,14,4,1.5,1.0,1.0,0.5
2022,Gibraltar,51,5.416,20,4,1.666,1.0,1.0,0.5
2022,Iceland,52,5.375,16,4,0.625,0.625,1.5,1.125
2022,Montenegro,53,4.875,12,4,1.625,1.0,0.375,1.125
2022,Andorra,54,4.665,10,3,0.666,1.5,0.833,0.166
2022,San Marino,55,1.332,7,3,0.5,0.0,0.5,0.166
